run,tracklet_key,success,precision,mean_iou,mean_center_error,frame_count,empty_fallback_count,failure_count,max_failure_streak,first_failure_frame_index,first_failure_source_frame_index,first_persistent_failure_frame_index,first_persistent_failure_source_frame_index,path_variance_count,path_center_gap_mean,path_yaw_gap_mean
M2,e3f3d97fa9564422a37828d01c8a2f5f,62.30769230769231,80.76923076923077,0.6267585255935354,0.37479683544168796,13,0,0,0,,,,,0,,
M2,ec221beba32448e4a9865e920aeefed5,46.470588235294116,61.17647058823529,0.4690802076569555,0.7775940637938866,17,0,0,0,,,,,0,,
M2,ca3f0ced132845b4afce73a6f27a953e,84.16666666666666,92.77777777777779,0.8396002665251248,0.1324879036470577,9,0,0,0,,,,,0,,
M2,fe050ab6b19d41d8bc2641f9835e9d1b,40.44117647058824,57.79411764705882,0.40694026227051694,0.8371110280056611,17,4,1,1,16,31,,,0,,
M2,0b2ef8648d3c467989b67d5a3ce2a3df,14.250000000000002,10.0,0.12163179415468306,5.987018893422938,10,6,9,9,1,1,1,1,0,,
M2,8fba9861aa6d4d14b78c90fbb5372fb2,47.125000000000014,68.125,0.46816506165331606,0.6311392694050341,20,0,0,0,,,,,0,,
M2,3eb275ac391e46aa8fad54e18a7b5a8f,48.95833333333333,71.04166666666667,0.47728261060280425,0.5727618627925241,12,0,0,0,,,,,0,,
M2,fd4ce422e0db4ad3ab978a811ba04d3a,53.87500000000001,74.125,0.5418601836045565,0.5072343030481005,20,0,0,0,,,,,0,,
M2,2e84949acbd84ea3857ca2a04e50b6a4,45.83333333333333,66.1111111111111,0.465913082759205,0.6669768518663579,9,0,0,0,,,,,0,,
M2,52770232202d4ad1a98ed07d5b4c20b9,68.00000000000001,80.125,0.6805127270363984,0.3985985573090463,20,2,0,0,,,,,0,,
M2,ec5241e32939433baeb2b3955920b28c,67.5,85.29411764705883,0.6760075688692552,0.2886881683304298,17,0,0,0,,,,,0,,
