run_key,condition,diagnostic,end_step,end_epoch,block_mean,block_size
B,"Paired views, TWC weight 0",twc_angle_gap,53999,42.788431061806655,0.009001854526577518,1000
B,"Paired views, TWC weight 0",twc_angle_gap,54999,43.58082408874802,0.009194426668575034,1000
B,"Paired views, TWC weight 0",twc_angle_gap,55999,44.37321711568938,0.008961180898128078,1000
B,"Paired views, TWC weight 0",twc_angle_gap,56999,45.16561014263075,0.009000972792040556,1000
B,"Paired views, TWC weight 0",twc_angle_gap,57999,45.95800316957211,0.009160854570800438,1000
B,"Paired views, TWC weight 0",twc_angle_gap,58999,46.75039619651347,0.009057887371862307,1000
B,"Paired views, TWC weight 0",twc_angle_gap,59999,47.54278922345483,0.00924437286448665,1000
B,"Paired views, TWC weight 0",twc_angle_gap,60999,48.335182250396194,0.009086687477305531,1000
B,"Paired views, TWC weight 0",twc_angle_gap,61999,49.12757527733756,0.009144461289979517,1000
B,"Paired views, TWC weight 0",twc_angle_gap,62999,49.919968304278925,0.009057603862835094,1000
B,"Paired views, TWC weight 0",twc_angle_gap,63999,50.712361331220286,0.009062206838279963,1000
B,"Paired views, TWC weight 0",twc_angle_gap,64999,51.50475435816165,0.009002301873173565,1000
B,"Paired views, TWC weight 0",twc_angle_gap,65999,52.29714738510301,0.00910166650917381,1000
B,"Paired views, TWC weight 0",twc_angle_gap,66999,53.08954041204437,0.008991191958542913,1000
B,"Paired views, TWC weight 0",twc_angle_gap,67999,53.88193343898574,0.009108341655461118,1000
B,"Paired views, TWC weight 0",twc_angle_gap,68999,54.6743264659271,0.009155797847546637,1000
